date,business_id,description
20171115,a2j0f0000015MLKAA2,Bakery - Production: Fail to provide a sanitizing test reagent to verify the concentration of the chemical agent being used - Corrected During Inspection
20171115,a2j0f0000015Nz6AAE,Restaurant: Fail to operate food premise in a manner to permit cleaning / sanitary maintenance of walls - Not In Compliance
20171115,a2j0f0000015MgGAAU,Restaurant: Fail to store utensils in manner preventing contamination - Corrected During Inspection
20171115,a2j0f0000015MgGAAU,"Restaurant: Fail to wash, rinse and sanitize equipment / utensils after each use or as often as necessary - Corrected During Inspection"
20171115,a2j0f0000015MLKAA2,"Bakery - Production: Fail to use the wash, rinse, sanitize technique - Corrected During Inspection"
20171114,a2j0f0000015MYPAA2,Restaurant: Fail to provide a sanitizing test reagent to verify the concentration of the chemical agent being used - Not In Compliance
20171115,a2j0f0000015M8TAAU,Restaurant: Fail to store food in containers that can be readily cleaned and sanitized - Corrected During Inspection
20171115,a2j0f0000015O6UAAU,Bakery - Production: Fail to provide a sanitizing test reagent to verify the concentration of the chemical agent being used - Not In Compliance
20171115,a2j0f0000015Lo0AAE,Butcher Shop: Fail to ensure ceiling of food handling room kept clean and in good repair - Not In Compliance
20171115,a2j0f0000015NnuAAE,Restaurant: Fail to store or transport food in containers to prevent contamination - Corrected During Inspection
20171115,a2j0f0000015NnuAAE,Restaurant: Fail to ensure room kept free from materials/equipment not regularly used - Not In Compliance
20171115,a2j0f0000015NXUAA2,Herbal Store: Fail to store food 15 cm off the floor to prevent contamination - Corrected During Inspection
20171115,a2j0f0000015NULAA2,Restaurant: Fail to protect food from contamination or adulteration - Corrected During Inspection
20171115,a2j0f0000015NULAA2,Restaurant: Fail to store food 15 cm off the floor to prevent contamination - Corrected During Inspection
20171115,a2j0f0000015NULAA2,Restaurant: Fail to provide a sanitizing test reagent to verify the concentration of the chemical agent being used - Not In Compliance
20171115,a2j0f0000015NULAA2,Restaurant: Fail to maintain the premises in a clean and sanitary condition - Not In Compliance
20171115,a2j0f0000015NULAA2,Restaurant: Fail to ensure ceiling of food handling room kept clean and in good repair - Not In Compliance
20171115,a2j0f0000015LwYAAU,Restaurant: Fail to ensure floor of food handling room kept clean and in good repair - Corrected During Inspection
20171115,a2j0f0000015NULAA2,"Restaurant: Fail to maintain cutting boards, blocks, tables or bowls in a clean and sanitary manner - Not In Compliance"
20171115,a2j0f0000015P0tAAE,Food Take Out: Fail to wash hands before resuming work - Corrected During Inspection
20171115,a2j0f0000015MJjAAM,Convenience / Variety: Fail to ensure floor of food handling room kept clean and in good repair - Not In Compliance
20171115,a2j0f0000015P0tAAE,Food Take Out: Fail to maintain all surfaces clean and in good repair - Corrected During Inspection
20171115,a2j0f0000015MssAAE,Restaurant: Fail to store raw food below cooked/ready-to-eat food - Corrected During Inspection
20171115,a2j0f0000015P0tAAE,Food Take Out: Fail to ensure floor of food handling room kept clean and in good repair - Not In Compliance
20171115,a2j0f0000015NLEAA2,Serving Kitchen: Fail to use chlorine sanitizer concentration at least 100 parts per million at 24°C or greater for at least 45 seconds - Not In Compliance
20171115,a2j0f0000015LsJAAU,Restaurant: Fail to provide paper towels in food preparation area - Corrected During Inspection
20171115,a2j0f0000015LsJAAU,Restaurant: Fail to cover hazardous food to prevent contamination - Corrected During Inspection
20171115,a2j0f0000015LsJAAU,Restaurant: Fail to protect food from contamination or adulteration - Corrected During Inspection
20171115,a2j0f0000015LsJAAU,Restaurant: Fail to store food 15 cm off the floor to prevent contamination - Corrected During Inspection
20171115,a2j0f0000015LsJAAU,"Restaurant: Fail to maintain cutting boards, blocks, tables or bowls in a clean and sanitary manner - Not In Compliance"
20171115,a2j0f0000015LsJAAU,Restaurant: Fail to ensure floor of food handling room kept clean and in good repair - Not In Compliance
20171115,a2j0f0000015LsJAAU,Restaurant: Fail to ensure wall of food-handling room kept clean and in good repair - Not In Compliance
20171115,a2j0f0000015LsJAAU,Restaurant: Fail to ensure ceiling of food handling room kept clean and in good repair - Not In Compliance
20171115,a2j0f0000015LsJAAU,Restaurant: Fail to maintain the premises in a clean and sanitary condition - Not In Compliance
20171115,a2j0f0000015NWlAAM,Restaurant: Fail to provide thermometer in temperature controlled room/compartment used to store hazardous food - Not In Compliance
20171115,a2j0f0000015NWlAAM,Restaurant: Fail to maintain all surfaces as readily cleanable and non-absorbent - Corrected During Inspection
20171115,a2j0f0000015LsJAAU,Restaurant: Hazardous food maintained at an internal temperature between 4°C (40°F) and 60°C (140°F) - Corrected During Inspection
20171115,a2j0f0000015LsJAAU,Restaurant: Fail to store raw food below cooked/ready-to-eat food - Corrected During Inspection
20171116,a2j0f0000015LRTAA2,Food Take Out: Fail to use quaternary ammonium compound at least 200 parts per million at 24°C or greater for at least 45 seconds - Corrected During Inspection
20171116,a2j0f0000015MBMAA2,Restaurant: Fail to protect food from contamination or adulteration - Corrected During Inspection
20171116,a2j0f0000015MBMAA2,Restaurant: Fail to cover all food in storage - Corrected During Inspection
20171116,a2j0f0000015NlWAAU,Food Take Out: Fail to use basin only for handwashing of employees - Corrected During Inspection
20171116,a2j0f0000015MPxAAM,Food Take Out: Fail to ensure room kept free from materials/equipment not regularly used - Not In Compliance
20171116,a2j0f0000015MPxAAM,Food Take Out: Fail to protect food from contamination or adulteration - Corrected During Inspection
20171116,a2j0f0000015NCaAAM,Restaurant: Fail to maintain all surfaces clean and in good repair - Not In Compliance
20171205,a2j0f0000015LJ6AAM,Caterer / Commissary: Fail to keep toxic / poisonous substances separate from food - Corrected During Inspection
20171116,a2j0f0000015N4UAAU,Restaurant: Fail to use utensils to avoid hand contact with food - Corrected During Inspection
20171116,a2j0f0000015N4UAAU,Restaurant: Fail to store food 15 cm off the floor to prevent contamination - Corrected During Inspection
20171116,a2j0f0000015N4UAAU,Restaurant: Operator of a high-risk food premises fails to ensure a minimum of one operator holds a food handler's certificate - Not In Compliance
20171116,a2j0f0000015N4UAAU,Restaurant: Operator of a high-risk food premises fails to ensure that at least (1) certified food handler is present at all times during operation - Not In Compliance
20171113,a2j0f0000015M3oAAE,Long Term Care Facility: Fail to maintain ventilation system in a clean and sanitary manner - Corrected During Inspection
20171113,a2j0f0000015M3oAAE,Long Term Care Facility: Fail to maintain all surfaces clean and in good repair - Corrected During Inspection
20171116,a2j0f0000015NfBAAU,Food Take Out: Fail to store food 15 cm off the floor to prevent contamination - Corrected During Inspection
20171116,a2j0f0000015NfBAAU,Food Take Out: Fail to store utensils in manner preventing contamination - Corrected During Inspection
20171116,a2j0f0000015NOGAA2,Banquet Hall: Fail to ensure floor of food handling room kept clean and in good repair - Not In Compliance
20171116,a2j0f0000015MueAAE,Restaurant: Fail to maintain ventilation system in a clean and sanitary manner - Not In Compliance
20171116,a2j0f0000015LevAAE,Restaurant: Operator of a high-risk food premises fails to ensure that at least (1) certified food handler is present at all times during operation - Not In Compliance
20171116,a2j0f0000015LRFAA2,Banquet Hall: Fail to spray / rinse large utensils with chemical solution at double strength - Corrected During Inspection
20171116,a2j0f0000008M1iAAE,Brew Your Own: Fail to maintain hot water sanitizer at 82°C or greater for at least 10 seconds - Not In Compliance
20171116,a2j0f0000008M1nAAE,Baked Goods - Retail: Fail to provide paper towels in food preparation area - Corrected During Inspection
20171116,a2j0f0000008M1nAAE,Baked Goods - Retail: Fail to store food 15 cm off the floor to prevent contamination - Corrected During Inspection
20171116,a2j0f0000008M1nAAE,Baked Goods - Retail: Fail to protect food from contamination or adulteration - Corrected During Inspection
20171116,a2j0f0000008M1nAAE,Baked Goods - Retail: Fail to provide multi-service food containers that are constructed of food-grade materials - Not In Compliance
20171116,a2j0f0000015N8iAAE,Restaurant: Fail to maintain all surfaces as readily cleanable and non-absorbent - Corrected During Inspection
20171116,a2j0f0000008M1nAAE,Baked Goods - Retail: Fail to maintain all surfaces clean and in good repair - Not In Compliance
20171116,a2j0f0000008M1nAAE,Baked Goods - Retail: Fail to provide a sanitizing test reagent to verify the concentration of the chemical agent being used - Not In Compliance
20171116,a2j0f0000008M1nAAE,"Baked Goods - Retail: Fail to provide adequate protection against the entrance of insects, vermin, rodents, dust and fumes - Not In Compliance"
20171116,a2j0f0000008M1nAAE,Baked Goods - Retail: Fail to ensure floor of food handling room kept clean and in good repair - Not In Compliance
20171116,a2j0f0000008M1nAAE,Baked Goods - Retail: Fail to ensure wall of food-handling room kept clean and in good repair - Not In Compliance
20171116,a2j0f0000008M1nAAE,Baked Goods - Retail: Fail to ensure room kept free from materials/equipment not regularly used - Not In Compliance
20171116,a2j0f0000015Ml7AAE,Restaurant: Fail to use chlorine sanitizer concentration at least 100 parts per million at 24°C or greater for at least 45 seconds - Not In Compliance
20171116,a2j0f0000015LevAAE,Restaurant: Fail to maintain hot water sanitizer at 82°C or greater for at least 10 seconds - Not In Compliance
20171120,a2j0f0000015LevAAE,Restaurant: Operator of a high-risk food premises fails to ensure that at least (1) certified food handler is present at all times during operation - Not In Compliance
20171116,a2j0f0000015KpYAAU,Restaurant: Fail to ensure room kept free from materials/equipment not regularly used - Not In Compliance
20171116,a2j0f0000015Kr9AAE,Serving Kitchen: Fail to use chlorine sanitizer concentration at least 100 parts per million at 24°C or greater for at least 45 seconds - Not In Compliance
20171116,a2j0f0000015OQgAAM,Banquet Hall: Fail to use chlorine sanitizer concentration at least 100 parts per million at 24°C or greater for at least 45 seconds - Not In Compliance
20171116,a2j0f0000015MstAAE,Bakery - Production: Fail to wash hands before commencing work - Corrected During Inspection
20171116,a2j0f0000015Kp3AAE,Restaurant: Fail to use chlorine sanitizer concentration at least 100 parts per million at 24°C or greater for at least 45 seconds - Not In Compliance
20171116,a2j0f0000015Kp3AAE,Restaurant: Fail to provide a sanitizing test reagent to verify the concentration of the chemical agent being used - Not In Compliance
20171116,a2j0f0000015MstAAE,Bakery - Production: Observed operator / employee fail to confine hair while working with food - Corrected During Inspection
20171116,a2j0f0000008M27AAE,Food Plant / Production - York Region: Fail to provide a sanitizing test reagent to verify the concentration of the chemical agent being used - Not In Compliance
20171116,a2j0f0000008M27AAE,Food Plant / Production - York Region: Fail to store food 15 cm off the floor to prevent contamination - Corrected During Inspection
20171117,a2j0f0000015LJqAAM,Restaurant: Fail to maintain hazardous foods at an internal temperature 4°C (40°F) or lower - Corrected During Inspection
20171117,a2j0f0000015LJqAAM,Restaurant: Fail to use accurate thermometer to check storage and internal food temperatures - Corrected During Inspection
20171117,a2j0f0000015LJqAAM,Restaurant: Fail to adjust or repair the malfunctioning cooler - Not In Compliance
20171117,a2j0f0000015LJqAAM,Restaurant: Hazardous food maintained at an internal temperature between 4°C (40°F) and 60°C (140°F) - Corrected During Inspection
20171117,a2j0f0000015Mo1AAE,Restaurant: Fail to wash hands before resuming work - Corrected During Inspection
20171117,a2j0f0000015Mo1AAE,Restaurant: Fail to ensure wall of food-handling room kept clean and in good repair - Not In Compliance
20171117,a2j0f0000015Mo1AAE,Restaurant: Fail to maintain ventilation system in a clean and sanitary manner - Not In Compliance
20171117,a2j0f0000015KmmAAE,Caterer / Commissary: Fail to provide a sanitizing test reagent to verify the concentration of the chemical agent being used - Not In Compliance
20171117,a2j0f0000015LzEAAU,Restaurant: Fail to ensure ceiling of food handling room kept clean and in good repair - Not In Compliance
20171117,a2j0f0000015MNoAAM,Restaurant: Fail to operate food premises in a manner to permit cleaning / sanitary maintenance of ceilings - Not In Compliance
20171117,a2j0f0000015Lv5AAE,Restaurant: Fail to cover hazardous food to prevent contamination - Corrected During Inspection
20171117,a2j0f0000015NHSAA2,Restaurant: Fail to store food 15 cm off the floor to prevent contamination - Corrected During Inspection
20171117,a2j0f0000015NHSAA2,Restaurant: Fail to provide sufficient detergent or chemicals for washing or sanitizing - Not In Compliance
20171117,a2j0f0000015NHSAA2,Restaurant: Fail to provide a sanitizing test reagent to verify the concentration of the chemical agent being used - Not In Compliance
20171117,a2j0f0000015NHSAA2,Restaurant: Fail to maintain all surfaces clean and in good repair - Not In Compliance
20171117,a2j0f0000015LazAAE,Retirement Home: Fail to maintain hazardous foods at an internal temperature 4°C (40°F) or lower - Corrected During Inspection
20171117,a2j0f0000015N1tAAE,Restaurant: Fail to use basin only for handwashing of employees - Corrected During Inspection
20171117,a2j0f0000015N1tAAE,Restaurant: Fail to store utensils in manner preventing contamination - Corrected During Inspection
20171117,a2j0f0000015Mv5AAE,Restaurant: Fail to provide handwashing basin in food preparation area - Corrected During Inspection
20171117,a2j0f0000015M1bAAE,Banquet Hall: Operator of a high-risk food premises fails to ensure that at least (1) certified food handler is present at all times during operation - Not In Compliance
20171117,a2j0f0000015M1bAAE,Banquet Hall: Operator of a high-risk food premises fails to ensure a minimum of one operator holds a food handler's certificate - Not In Compliance
20171117,a2j0f0000015LsJAAU,"Restaurant: Fail to maintain cutting boards, blocks, tables or bowls in a clean and sanitary manner - Not In Compliance"
20171117,a2j0f0000015MfBAAU,"Food Take Out: Fail to maintain cutting boards, blocks, tables or bowls in a clean and sanitary manner - Corrected During Inspection"
20171117,a2j0f0000015MfBAAU,"Food Take Out: Fail to provide adequate protection against the entrance of insects, vermin, rodents, dust and fumes - Not In Compliance"
20171117,a2j0f0000015LsJAAU,Restaurant: Fail to ensure ceiling of food handling room kept clean and in good repair - Not In Compliance
20171117,a2j0f0000015MfBAAU,Food Take Out: Fail to ensure floor of food handling room kept clean and in good repair - Not In Compliance
20171117,a2j0f0000015O55AAE,Restaurant: Fail to use basin only for handwashing of employees - Corrected During Inspection
20171117,a2j0f0000015O55AAE,Restaurant: Fail to maintain all surfaces clean and in good repair - Not In Compliance
20171117,a2j0f0000015MfBAAU,Food Take Out: Fail to maintain the premises in a clean and sanitary condition - Not In Compliance
20171117,a2j0f0000015MahAAE,Restaurant: Fail to store utensils in manner preventing contamination - Corrected During Inspection
20171117,a2j0f0000015LIBAA2,Food Take Out: Fail to use basin only for handwashing of employees - Corrected During Inspection
20171117,a2j0f0000015LIBAA2,Food Take Out: Fail to ensure wiping cloths are handled properly - Corrected During Inspection
20171117,a2j0f0000015NkyAAE,Food Take Out: Fail to use chlorine sanitizer concentration at least 100 parts per million at 24°C or greater for at least 45 seconds - Not In Compliance
20171120,a2j0f0000015LIQAA2,Restaurant: Fail to protect food from contamination or adulteration - Corrected During Inspection
20171120,a2j0f0000015LIQAA2,Restaurant: Fail to maintain all surfaces clean and in good repair - Corrected During Inspection
20171120,a2j0f0000015LIQAA2,Restaurant: Fail to ensure wiping cloths are handled properly - Corrected During Inspection
20171120,a2j0f0000015NhqAAE,Food Take Out: Fail to use basin only for handwashing of employees - Corrected During Inspection
20171120,a2j0f0000015Na9AAE,Child Care Onsite Prep: Fail to maintain all surfaces clean and in good repair - Not In Compliance
20171120,a2j0f0000015Na9AAE,Child Care Onsite Prep: Fail to ensure wall of food-handling room kept clean and in good repair - Not In Compliance
20171120,a2j0f0000015Na9AAE,Child Care Onsite Prep: Fail to ensure floor of food handling room kept clean and in good repair - Not In Compliance
20171120,a2j0f0000015Na9AAE,Child Care Onsite Prep: Fail to ensure room kept free from materials/equipment not regularly used - Not In Compliance
20171122,a2j0f0000015Na9AAE,Child Care Onsite Prep: Fail to ensure wall of food-handling room kept clean and in good repair - Not In Compliance
20171122,a2j0f0000015Na9AAE,Child Care Onsite Prep: Fail to ensure floor of food handling room kept clean and in good repair - Not In Compliance
20171122,a2j0f0000015Na9AAE,Child Care Onsite Prep: Fail to maintain all surfaces clean and in good repair - Not In Compliance
20171120,a2j0f0000015Na9AAE,"Child Care Onsite Prep: Fail to provide adequate protection against the entrance of insects, vermin, rodents, dust and fumes - Not In Compliance"
20171120,a2j0f0000015Na9AAE,Child Care Onsite Prep: Fail to protect food from contamination or adulteration - Corrected During Inspection
20171120,a2j0f0000015NhqAAE,"Food Take Out: Fail to provide adequate protection against the entrance of insects, vermin, rodents, dust and fumes - Not In Compliance"
20171120,a2j0f0000015L7uAAE,Restaurant: Observed operator / employee fail to confine hair while working with food - Not In Compliance
20171120,a2j0f0000015L7uAAE,Restaurant: Fail to protect single-service utensils from contamination - Not In Compliance
20171120,a2j0f0000015L7uAAE,Restaurant: Fail to use chlorine sanitizer concentration at least 100 parts per million at 24°C or greater for at least 45 seconds - Not In Compliance
20171120,a2j0f0000015L7uAAE,Restaurant: Fail to maintain all surfaces as readily cleanable and non-absorbent - Not In Compliance
20171120,a2j0f0000015L7uAAE,Restaurant: Fail to maintain food premises with tight / smooth / non-absorbent floor surface - Not In Compliance
20171120,a2j0f0000015L7uAAE,Restaurant: Fail to ensure ceiling of food handling room kept clean and in good repair - Not In Compliance
20171120,a2j0f0000015L7uAAE,Restaurant: Fail to maintain ventilation system in a clean and sanitary manner - Not In Compliance
20171120,a2j0f0000015NO8AAM,Restaurant: Fail to store food 15 cm off the floor to prevent contamination - Corrected During Inspection
20171120,a2j0f0000015NO8AAM,Restaurant: Fail to store utensils in manner preventing contamination - Corrected During Inspection
20171120,a2j0f0000015NO8AAM,Restaurant: Fail to ensure wall of food-handling room kept clean and in good repair - Not In Compliance
20171120,a2j0f0000015O4uAAE,Restaurant: Fail to use chlorine sanitizer concentration at least 100 parts per million at 24°C or greater for at least 45 seconds - Corrected During Inspection
20171120,a2j0f0000015LQtAAM,"Restaurant: Fail to maintain cutting boards, blocks, tables or bowls in a clean and sanitary manner - Not In Compliance"
20171120,a2j0f0000015LevAAE,Restaurant: Fail to maintain hot water sanitizer at 82°C or greater for at least 10 seconds - Not In Compliance
20171120,a2j0f0000015L4JAAU,Restaurant: Fail to maintain all surfaces as readily cleanable and non-absorbent - Not In Compliance
20171120,a2j0f0000015L4JAAU,Restaurant: Fail to ensure room kept free from materials/equipment not regularly used - Not In Compliance
20171124,a2j0f0000015L4JAAU,Restaurant: Fail to maintain all surfaces as readily cleanable and non-absorbent - Not In Compliance
20171120,a2j0f0000015L2TAAU,Restaurant: Fail to store food 15 cm off the floor to prevent contamination - Not In Compliance
20171120,a2j0f0000015L2TAAU,Restaurant: Fail to store utensils in manner preventing contamination - Not In Compliance
20171120,a2j0f0000015L2TAAU,Restaurant: Fail to maintain all surfaces clean and in good repair - Not In Compliance
20171120,a2j0f0000015L2TAAU,Restaurant: Fail to protect food from contamination or adulteration - Not In Compliance
20171120,a2j0f0000015L2TAAU,Restaurant: Fail to ensure floor of dishwashing area kept clean and in good repair - Not In Compliance
20171120,a2j0f0000015Nz2AAE,Restaurant: Fail to maintain hazardous foods at an internal temperature 4°C (40°F) or lower - Corrected During Inspection
20171120,a2j0f0000015L2TAAU,Restaurant: Fail to ensure wall of food-handling room kept clean and in good repair - Not In Compliance
20171120,a2j0f0000015L2TAAU,Restaurant: Fail to ensure ceiling of food handling room kept clean and in good repair - Not In Compliance
20171120,a2j0f0000015Nz2AAE,Restaurant: Fail to provide a probe thermometer to check internal temperatures of hazardous food - Not In Compliance
20171120,a2j0f0000015Nz2AAE,Restaurant: Fail to protect food from contamination or adulteration - Corrected During Inspection
20171120,a2j0f0000015Nz2AAE,Restaurant: Fail to adjust or repair the malfunctioning cooler - Not In Compliance
20171120,a2j0f0000015LSdAAM,Restaurant: Fail to provide handwashing basin in food preparation area - Not In Compliance
20171120,a2j0f0000015LSdAAM,Restaurant: Fail to provide a sanitizing test reagent to verify the concentration of the chemical agent being used - Not In Compliance
20171120,a2j0f0000015Nz2AAE,"Restaurant: Fail to use the wash, rinse, sanitize technique - Corrected During Inspection"
20171120,a2j0f0000015LSdAAM,Restaurant: Fail to maintain ventilation system in a clean and sanitary manner - Not In Compliance
20171120,a2j0f0000015Nz2AAE,Restaurant: Fail to use equipment/utensil(s)/dishware readily cleanable or in good repair - Not In Compliance
20171120,a2j0f0000015LSdAAM,Restaurant: Fail to maintain all surfaces clean and in good repair - Not In Compliance
20171120,a2j0f0000015O3QAAU,Restaurant: Fail to store food 15 cm off the floor to prevent contamination - Corrected During Inspection
20171120,a2j0f0000015O3QAAU,Restaurant: Fail to maintain all surfaces clean and in good repair - Not In Compliance
20171120,a2j0f0000015O3QAAU,Restaurant: Fail to maintain dishwasher wash water between 60°C and 71°C - Not In Compliance
20171120,a2j0f0000015O3QAAU,Restaurant: Fail to use chlorine sanitizer concentration at least 100 parts per million at 24°C or greater for at least 45 seconds - Not In Compliance
20171120,a2j0f0000015NqGAAU,"Food Take Out: Fail to maintain cutting boards, blocks, tables or bowls in a clean and sanitary manner - Corrected During Inspection"
20171120,a2j0f0000015O3QAAU,Restaurant: Fail to ensure premises cleaned / swept to prevent food contamination - Not In Compliance
